Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
6335,1386ab9Cb3D0040,Pittman-Yoder,http://yu.com/,Thailand,Automated methodical methodology,2014,Translation / Localization,7955
6336,7aBaFfDFdF4c818,Huffman-Odom,http://www.pena.com/,Costa Rica,Self-enabling fault-tolerant moratorium,2020,Library,7640
6337,9c09C0bFC63D06E,"Mcmahon, Mayo and Ware",https://carlson.net/,Uganda,Distributed executive task-force,2004,Motion Pictures / Film,4006
6343,D6Cd025a5d55c39,Day LLC,http://www.hahn.com/,Tajikistan,Function-based fresh-thinking challenge,2019,Management Consulting,1429
6349,379004EAcFf9bbc,Mosley Inc,http://bright.biz/,Yemen,Customer-focused impactful firmware,2006,Entertainment / Movie Production,3319
6350,a3feba9ACFD4FBc,"Erickson, Gill and Pierce",https://duffy-koch.com/,Mauritania,Multi-layered cohesive matrix,2006,Philanthropy,8075
6353,AdcDabB5fB7d4B2,Yoder and Sons,http://www.ryan.net/,Mauritius,Cross-platform empowering initiative,2013,Facilities Services,3976
6354,92949FE3D894BC4,Frank-Wagner,http://banks.com/,Kyrgyz Republic,Cloned actuating extranet,2013,Civil Engineering,1349
6357,F159a0Bb5a7E827,Goodwin-Richards,https://www.wilkerson.com/,South Africa,Seamless bottom-line capacity,2006,Law Enforcement,9141
6358,8cf1CbC9A913f3d,Gregory PLC,http://chang-sosa.com/,Israel,Profit-focused zero tolerance contingency,2020,Graphic Design / Web Design,4838
6367,9Ae15dbfDF0dcF0,Glover Inc,http://mccarty.com/,Portugal,Ergonomic even-keeled monitoring,2015,Professional Training,5349
6370,4D5e1e6258cbB8E,"Townsend, Cobb and James",http://www.tucker.com/,Moldova,Proactive static matrix,2016,Airlines / Aviation,5753
6375,592eaD7a177daa4,"Joseph, York and Sawyer",https://www.ferguson-boyd.com/,Falkland Islands (Malvinas),Total fault-tolerant Graphic Interface,2016,Mental Health Care,4390
6376,6739CeAeA2FDead,Potts LLC,http://hammond.com/,Luxembourg,Reduced mobile hierarchy,2005,E - Learning,6777
6377,8EbE6FF417C98D4,Gallegos LLC,https://www.callahan.info/,Poland,Virtual systemic benchmark,2017,Industrial Automation,5893
6378,B3cFaa8130a4Fd3,"Walker, Woodard and Hess",https://hunt.com/,Lebanon,Virtual intangible implementation,2001,Commercial Real Estate,3598
6379,DCFfe1ff1d6d8Fe,"Duran, Giles and Finley",https://www.norris-roach.com/,Nicaragua,Expanded exuding implementation,2003,Biotechnology / Greentech,8720
6381,7ceE264bdce31ac,Gray-Mullins,http://park.net/,China,Public-key needs-based adapter,2001,Events Services,3816
6382,a9e1a7CE9a4e773,Moss PLC,http://proctor-ferrell.info/,Congo,Reduced zero-defect workforce,2006,Outsourcing / Offshoring,2309
6385,2a4eFBaFEdA1E49,"Durham, Proctor and Delgado",https://walls-gallagher.com/,Singapore,Team-oriented 3rdgeneration analyzer,2012,Individual / Family Services,2657
6386,5DCd50cdddc1617,"Trevino, Roy and Leon",https://ibarra.com/,Togo,Exclusive transitional toolset,2010,Venture Capital / VC,3403
6387,cF4abD5B30DF61A,"Chavez, Fischer and Moyer",https://morse.net/,Syrian Arab Republic,Configurable bandwidth-monitored approach,2010,Glass / Ceramics / Concrete,3050
6388,1Ef7Cc5Ec7cfD5F,Fry Group,https://mcclain.com/,Nicaragua,Customizable context-sensitive structure,2011,Philanthropy,9199
6394,B157E4CCAfa81ae,Lamb-Donaldson,http://sexton.com/,Antigua and Barbuda,Visionary responsive moratorium,2017,Pharmaceuticals,5257
6405,2B7eF890a0fdA2e,Costa-Knight,http://santiago.com/,Greenland,Multi-layered next generation emulation,2001,Professional Training,7651
6407,F639fF3EEBeeAae,Scott and Sons,https://rosario.org/,Greece,Realigned didactic secured line,2007,Biotechnology / Greentech,7095
6409,303afFC7AB7c45D,Ritter-Peters,http://www.dawson.com/,Marshall Islands,De-engineered static Local Area Network,2021,Library,6485
6410,9C7eD1ebd87f3EC,Hanna LLC,http://www.dean.biz/,Isle of Man,Organic zero tolerance infrastructure,2020,Aviation / Aerospace,5698
6411,49c53feDa44DF64,Hester Inc,http://www.huff.biz/,Sierra Leone,Balanced coherent initiative,2021,Textiles,4234
6412,871F9Ea050b4BbB,Murillo-Jefferson,https://www.rios.com/,Afghanistan,Multi-channeled next generation middleware,2005,Philanthropy,4669
6413,6e35893F63a7E3f,Weber-Hatfield,http://ford.biz/,Russian Federation,Diverse client-driven functionalities,2001,Recreational Facilities / Services,9657
6415,fcbc8d1C2bcD0Ce,"Suarez, Campos and Conley",http://mccann.com/,Japan,Multi-layered uniform benchmark,2020,Paper / Forest Products,8586
6417,dCCAFA4E6EB47cf,Singh Ltd,http://mcneil.com/,Venezuela,Secured intangible function,2010,Medical Practice,4543
6419,36232a9710369ab,"Clay, Boyd and Zavala",http://smith-brock.com/,Lithuania,Object-based 24/7 artificial intelligence,2004,Mechanical or Industrial Engineering,7959
6423,ac1441Bf7efdE9F,Carney-Crosby,http://carney.org/,Indonesia,Public-key motivating model,2016,Legislative Office,5485
6429,DB99cfC2Cc8CCCB,Acosta-Klein,http://doyle.com/,Cocos (Keeling) Islands,Customizable intangible extranet,2008,Media Production,5994
6430,F2E82dF86Aac6a6,Landry PLC,http://blair.net/,French Southern Territories,Integrated grid-enabled intranet,2011,Architecture / Planning,650
6432,3fC8dB21bd23d96,Frazier-Rodriguez,http://www.martin.biz/,Armenia,Secured clear-thinking groupware,2002,Cosmetics,6538
6434,077ebB5d8dDf281,Hendricks-Allison,https://carey.com/,Kenya,Mandatory optimal hub,2018,Political Organization,5336
6439,e6ef6FC6D3fC27b,Moore-Carney,http://fowler.info/,India,Customizable discrete customer loyalty,2015,Wine / Spirits,8903
6442,fbd0298E18Ef1Ae,Bauer Ltd,http://www.cruz-bennett.org/,Congo,Optimized scalable capacity,2016,Renewables / Environment,1121
6448,cA65Ee68aCdB5Db,"Crawford, Wright and Finley",http://www.lynch.com/,Faroe Islands,Robust neutral data-warehouse,2006,Computer Networking,4502
6449,d7FE9b10CDe1425,Singh-Guerrero,https://hampton.com/,Malta,Fully-configurable object-oriented extranet,2002,Management Consulting,634
6456,d7c77DdB2Ed78Ec,"Mcpherson, Hays and Perkins",http://www.flores.com/,Ethiopia,Self-enabling zero administration project,2003,Political Organization,1898
6459,b0De45ab43e11d7,Wang-Levine,http://arroyo-osborne.info/,Saint Helena,Future-proofed encompassing system engine,2021,Packaging / Containers,2683
6460,450De2e2cBcAcfF,Black and Sons,https://www.chang.com/,Poland,Customizable leadingedge open system,2013,International Affairs,3382
6461,E3dc10dDD1B07c1,"Figueroa, Jefferson and Whitney",http://mcdaniel.net/,Holy See (Vatican City State),Versatile explicit project,2005,Plastics,5819
6462,cAC6054E0379470,Horton-Moses,https://joyce.com/,Albania,Fully-configurable even-keeled infrastructure,2009,Security / Investigations,8479
6465,bfd692Ce89c790c,Stevenson-Mcknight,https://ritter.org/,Benin,Mandatory 24/7 collaboration,2004,Paper / Forest Products,2876
6467,A227cbca9cED609,Gray-Novak,http://atkinson-bolton.com/,Saint Barthelemy,Networked actuating groupware,2014,Alternative Medicine,1872
6469,e7FFfF7B31ddE51,Santiago PLC,http://www.hodges-bowen.info/,Tunisia,Devolved grid-enabled solution,2015,Consumer Electronics,4846
6470,b5DB8EbceC6aCaA,Wheeler Group,https://www.anderson.com/,Micronesia,Implemented client-server knowledge user,2008,Investment Management / Hedge Fund / Private Equity,4154
6474,041cdf2a2dFd73B,Massey Inc,https://byrd-lyons.org/,India,Front-line actuating capacity,2003,Machinery,7679
6476,DFeB75707b7BDbC,Dillon and Sons,http://www.mathews.com/,Macedonia,Up-sized regional analyzer,2008,Staffing / Recruiting,8877
6479,Bb6a8A3Cb79E575,Humphrey Ltd,http://www.wheeler.com/,South Georgia and the South Sandwich Islands,Grass-roots full-range forecast,2006,Industrial Automation,551
6481,7f7CCBCa49D9B23,Harris-Jacobson,https://sweeney.com/,Bangladesh,De-engineered 4thgeneration toolset,2011,Insurance,8043
6482,5afe96CCE2C1fad,"Meza, Gallagher and Mann",https://hunter.biz/,Mayotte,Future-proofed contextually-based architecture,2013,Food / Beverages,845
6483,DAB3d6d9c5b5753,Rubio Inc,https://www.blair.com/,Qatar,Monitored methodical product,2007,Retail Industry,1481
6484,3F131df211F76ff,Rose Group,https://www.mcgee.com/,Thailand,Multi-tiered exuding intranet,2021,Primary / Secondary Education,5056
6485,D8e35eEE655D486,Fischer PLC,http://www.callahan.biz/,Burkina Faso,Future-proofed optimizing protocol,2019,Automotive,9201
6492,cff22FDd71c4095,Roberson-Weiss,https://munoz.com/,Pitcairn Islands,Phased analyzing firmware,2016,Judiciary,3412
6495,1D2D4464ce87Fa8,Shannon and Sons,https://www.burch-ashley.com/,Brazil,Advanced static product,2016,Medical Equipment,8885
6497,8fB6A7E75aF9Ce2,Weiss-Yu,https://www.carson.biz/,Kuwait,Front-line explicit hub,2017,Defense / Space,4548
6498,7ca3FBfFeD5C9B9,Foster-Nixon,http://www.bridges.com/,Bahamas,Configurable directional hub,2017,Management Consulting,3778
6499,91bA2E4Ba5A7eFa,Jefferson and Sons,https://www.schneider.com/,Maldives,Adaptive context-sensitive portal,2003,Computer Hardware,3031
6500,4C1E6CdC43e1Eb9,Rasmussen Group,http://donaldson.com/,United States Minor Outlying Islands,Realigned holistic hub,2013,Computer Hardware,7291
6503,0E1F2dd1c1E4A86,Rosales Group,https://www.zhang.net/,Kuwait,Universal mobile emulation,2012,Warehousing,3263
6507,B7D36bEB27c3Fa6,Haynes-Tyler,http://www.jefferson.com/,Lao People's Democratic Republic,Assimilated 24/7 functionalities,2001,Performing Arts,3298
6510,Bff671Ff7D3382c,"Cole, Gordon and Stevenson",https://www.shepherd.com/,Nigeria,Integrated content-based help-desk,2019,Retail Industry,712
6512,61BCd2e3bB7C736,"Franco, Hale and Galloway",http://www.barnett.com/,Ireland,Synergized bandwidth-monitored conglomeration,2001,Alternative Medicine,3335
6516,F615125Cc4BF667,"Singh, Nicholson and Blair",https://mueller-yang.com/,Cuba,Configurable transitional initiative,2009,Business Supplies / Equipment,5631
6518,0BD8b57e6207d13,"Haas, Bender and Gay",http://shepherd.com/,Comoros,Exclusive tangible benchmark,2001,Transportation,556
6520,0f015cD7bDbcEFd,Washington-Vaughn,http://www.moss-gaines.com/,Turks and Caicos Islands,Future-proofed coherent customer loyalty,2015,Nanotechnology,1886
6521,5dCa8D3aCe7Af7C,Howe Group,http://www.grimes.org/,Niger,Advanced exuding hub,2011,Events Services,7974
6523,471914D9Ec7F283,"Knapp, Rivers and Murillo",http://nolan.com/,Turkmenistan,Reactive content-based complexity,2018,Food Production,3802
6525,A7a7571BCE68866,Decker Ltd,https://www.escobar.com/,Mauritania,Balanced value-added contingency,2019,Events Services,8764
6531,b565BcD67B88E53,"Simpson, Gross and Pierce",http://hampton.com/,Ethiopia,Triple-buffered explicit adapter,2005,Shipbuilding,6860
6533,eA1c40ea6BA4aAf,Brandt-Graves,https://short-melendez.com/,Cyprus,User-centric reciprocal workforce,2001,Outsourcing / Offshoring,9504
6534,BebEE375d075571,"Petersen, Powers and Molina",https://www.riley-gutierrez.com/,Vietnam,Reactive empowering approach,2021,Transportation,7651
6536,8a2339e130256da,"Zamora, Mcgrath and Wall",http://huerta.info/,Oman,Future-proofed cohesive time-frame,2016,Hospitality,976
6537,E244A3ad26E229a,"Shea, Walker and Lloyd",http://www.conner.com/,Andorra,Persistent background success,2012,Animation,41
6539,DDdB5c5808354A4,Briggs LLC,https://www.combs.com/,Montserrat,Right-sized transitional product,2019,Translation / Localization,4948
6542,8cc1CeAf3fCefB1,Ellison-Green,http://scott.net/,Armenia,Exclusive value-added process improvement,2016,Marketing / Advertising / Sales,9119
6544,9910fA9d021CcF5,"Hanson, Kirby and Alvarado",http://russell.biz/,United States of America,Synergized actuating leverage,2012,Accounting,9132
6545,A48EE99C4aADdaC,Hogan Inc,http://sweeney.com/,Thailand,Fundamental attitude-oriented challenge,2018,Recreational Facilities / Services,3178
6548,A1c12056bE1A65D,Barton-Mercer,https://www.warner-pineda.info/,Uzbekistan,Down-sized cohesive pricing structure,2020,Market Research,6550
6552,1B374D6fc964eb9,Hatfield-Washington,https://www.hammond-valdez.com/,American Samoa,Object-based context-sensitive definition,2014,Philanthropy,7817
6556,C0470c7D4B1Bda0,"Bailey, Frey and Olsen",http://dudley.org/,American Samoa,Programmable non-volatile toolset,2019,Tobacco,8990
6557,79A1B57Beb2207A,"Odom, Barber and Meza",http://www.carlson.biz/,Brazil,Profit-focused bandwidth-monitored hardware,2020,Real Estate / Mortgage,4658
6559,7daE8C5f9Dac194,Brooks and Sons,http://www.petersen.com/,Mauritania,Stand-alone stable budgetary management,2015,Banking / Mortgage,7963
6565,fCd748B86c860A9,Sheppard Group,http://www.hickman-moran.com/,Kyrgyz Republic,Organic reciprocal intranet,2005,Arts / Crafts,1112
6566,CAda124f7F03EEe,Thornton-Frederick,https://ruiz.com/,Madagascar,Pre-emptive responsive parallelism,2006,Photography,517
6572,055feAd66D2d39C,Ibarra-Ramsey,https://www.diaz-norris.com/,Bolivia,Reactive 6thgeneration collaboration,2009,Aviation / Aerospace,3699
6574,B17FB4e8fbcDBCf,Mckay LLC,https://webb.com/,Brazil,Inverse regional strategy,2009,Wireless,5700
6576,CdCaCCA2380A65F,Walters LLC,http://wilkerson.org/,United States of America,Managed reciprocal algorithm,2021,Renewables / Environment,2694
6577,EDbAac8baefF078,Werner and Sons,http://bray-hudson.net/,Netherlands,Vision-oriented uniform forecast,2015,International Trade / Development,520
6578,78Ee69c357AFDCE,"Duffy, Hull and Simmons",http://livingston-clark.org/,United States Virgin Islands,Assimilated empowering benchmark,2017,Graphic Design / Web Design,845
6579,D4aab176fF206DA,Duran Group,http://chen-pugh.com/,Namibia,Vision-oriented eco-centric application,2011,Airlines / Aviation,7920
6582,1291a1713b4f1d1,Lee PLC,http://mcmahon-cannon.biz/,Portugal,Cross-group 5thgeneration portal,2022,Apparel / Fashion,2046
6583,0F1AB84E90CfdBB,Bowen PLC,http://anderson-levy.com/,Pitcairn Islands,Down-sized optimizing capability,2010,Primary / Secondary Education,3400
6586,6AeffD1C336Bf5e,"Stafford, Mckay and Zhang",http://mcknight-roberts.net/,Croatia,Innovative system-worthy strategy,2020,Electrical / Electronic Manufacturing,9716
6587,Ea1e8eA5AfC1be5,"Bass, Norton and Wiggins",http://solomon.org/,Cocos (Keeling) Islands,Self-enabling non-volatile architecture,2002,Computer Hardware,1177
6590,f4da7ed8FBaC4Bb,"Fry, Byrd and Clay",https://gates.info/,Mayotte,Adaptive user-facing ability,2018,Luxury Goods / Jewelry,1040
6592,Ed6ee56C73e811d,Reeves and Sons,https://www.cherry.biz/,American Samoa,Upgradable empowering portal,2022,Internet,6469
6594,DBAa3F904F9f58A,"Edwards, Padilla and Maynard",https://singleton.net/,Cape Verde,Organic local challenge,2021,Facilities Services,5806
6598,1f5BaDBDfbF3928,Dudley-Mcconnell,https://reynolds.com/,Argentina,Realigned background conglomeration,2011,Sports,1443
6604,aF30b5a7fE8f7b1,"Santos, Ayala and Matthews",https://www.frey.com/,Swaziland,Monitored object-oriented monitoring,2006,Events Services,4073
6605,9DC8ECBC43eFb26,"Lara, Watts and Carr",https://perkins-peters.com/,Tonga,Programmable methodical website,2020,Public Relations / PR,3832
6606,aD79c8eB32FfDaC,Hansen-Brady,https://www.ford.com/,Isle of Man,Enhanced coherent groupware,2006,Fine Art,8631
6612,3C84A8fEE88277C,Kelley Inc,https://jenkins-wade.com/,Uzbekistan,User-centric scalable database,2010,Entertainment / Movie Production,2478
6613,0a7B22a039A1c9d,"Pope, Snyder and Davies",http://www.houston.biz/,Hungary,Grass-roots tangible concept,2022,Public Safety,956
6614,baDabA0A29ee67C,"Mccall, Cowan and Carr",http://garrett.org/,Saudi Arabia,Organic user-facing Local Area Network,2003,Motion Pictures / Film,8950
6615,66BB5D3B64eb45c,"Bird, Graves and Livingston",https://miller.com/,Tokelau,Right-sized fresh-thinking info-mediaries,2010,Capital Markets / Hedge Fund / Private Equity,4807
6616,fe0aa701E732Ccf,"Suarez, Durham and Booker",http://www.lowery-white.com/,Guernsey,Visionary bi-directional approach,2022,Outsourcing / Offshoring,6070
6617,092Bd1633b6B3fD,"Gonzalez, Taylor and Stevenson",https://www.williams.info/,Palestinian Territory,Digitized scalable matrices,2007,Computer Networking,9540
6618,064BDFbAb5DF817,Anderson PLC,https://jensen.com/,New Caledonia,Total bifurcated solution,2019,Staffing / Recruiting,6833
6620,884Ab06a3E49F1e,Dougherty-Melendez,http://www.pearson.com/,Cote d'Ivoire,Focused well-modulated product,2010,Law Enforcement,9456
6624,cabF2adae60B9eB,Hudson LLC,https://lozano.com/,Kazakhstan,Realigned fault-tolerant strategy,2002,Other Industry,2513
6626,8C04DBEbbc7FfbA,Wilkinson-Shields,https://galloway-erickson.org/,Netherlands Antilles,Reactive human-resource definition,2021,Printing,6309
6628,0aFcf1D45f6b419,Woodward-Oconnell,http://www.pace.com/,Northern Mariana Islands,Mandatory static project,2021,Staffing / Recruiting,858
6631,9daC66F5D0a85D8,Day and Sons,https://www.mccarty.info/,France,Vision-oriented discrete functionalities,2018,Veterinary,2994
6633,F3d0Bde62F2693a,Yang Ltd,https://holland.info/,Indonesia,Exclusive full-range standardization,2004,Insurance,9882
6635,bE23C49F3FA8Fce,Sanford LLC,http://kirk.com/,Comoros,Profound high-level core,2007,Railroad Manufacture,1338
6636,08Fdcd80CFdbF6c,Vang and Sons,http://arellano.com/,Tanzania,Cross-platform client-driven knowledge user,2022,Military Industry,6188
6637,B0d0A5b0A35CBbc,Pope Ltd,http://www.landry.net/,Dominica,User-centric zero tolerance website,2005,Hospital / Health Care,9300
6639,fd2DbE0a8b8fa3D,"Adkins, Sheppard and Watts",http://blackwell.biz/,Myanmar,Focused clear-thinking policy,2016,Plastics,5322
6642,aB00efE4C8cD9CB,Valdez-Donovan,https://www.webster.net/,Hong Kong,Public-key methodical encryption,2008,Gambling / Casinos,8340
6643,fC7668cB8D6C47e,"Castro, Hodges and Townsend",https://hickman.org/,Bulgaria,Sharable fresh-thinking architecture,2007,Fine Art,1120
6647,6A1a24D86DAf8B2,"Duke, Weber and Carson",http://mendez.com/,Benin,Re-engineered 5thgeneration synergy,2018,Information Technology / IT,9294
6648,babae9c46eefCf3,"Johns, Montoya and Ewing",http://www.gregory.com/,Maldives,Universal 24hour approach,2016,Philanthropy,8311
6651,61413F1DD4aefAc,Sullivan-Castro,https://www.curtis-carter.com/,Ghana,Enhanced stable Graphical User Interface,2014,Gambling / Casinos,6158
6654,0e322d17803E9d3,"Morris, Nielsen and Wu",https://barajas-cohen.biz/,Malta,Advanced scalable encryption,2020,Farming,2886
